DATE,PROVINCE,LAT,LON,PRECTOT,RH2M,T2M,T2M_MAX,T2M_MIN,WS10M
1981-01,Taplejung,27.354,87.668,0.29,68.93,1.71,12.96,-6.15,2.14
1981-02,Taplejung,27.354,87.668,0.22,54.28,4.84,15.02,-4.46,2.49
1981-03,Taplejung,27.354,87.668,0.75,56.87,7.07,17.86,-0.3,2.72
1981-04,Taplejung,27.354,87.668,1.74,59.44,10.66,20.08,1.97,2.85
1981-05,Taplejung,27.354,87.668,4.67,77.03,13.33,20.85,6.84,2.69
1981-06,Taplejung,27.354,87.668,6.25,79.71,15.91,22.57,6.81,2.81
1981-07,Taplejung,27.354,87.668,8.65,88.41,16.43,22.35,11.81,2.93
1981-08,Taplejung,27.354,87.668,7.53,90.0,16.07,22.3,11.9,2.62
1981-09,Taplejung,27.354,87.668,2.88,88.7,14.07,21.04,8.1,2.29
1981-10,Taplejung,27.354,87.668,0.16,82.22,10.84,18.15,2.69,2.21
1981-11,Taplejung,27.354,87.668,0.15,70.38,6.08,15.71,-2.03,2.14
1981-12,Taplejung,27.354,87.668,0.28,59.8,3.17,12.19,-4.73,2.06
1982-01,Taplejung,27.354,87.668,0.54,56.36,3.46,12.23,-4.7,2.13
1982-02,Taplejung,27.354,87.668,1.21,63.58,2.57,12.91,-9.18,2.47
1982-03,Taplejung,27.354,87.668,1.21,61.67,6.63,17.52,-1.56,2.72
1982-04,Taplejung,27.354,87.668,2.17,60.08,10.39,20.14,2.49,2.9
1982-05,Taplejung,27.354,87.668,0.65,57.18,13.89,22.25,4.3,2.91
1982-06,Taplejung,27.354,87.668,3.79,78.17,16.06,23.4,8.97,3.04
1982-07,Taplejung,27.354,87.668,6.99,85.85,16.25,22.49,11.58,2.96
1982-08,Taplejung,27.354,87.668,3.19,85.39,16.27,22.44,10.68,2.61
1982-09,Taplejung,27.354,87.668,3.14,85.88,14.39,21.39,6.63,2.44
1982-10,Taplejung,27.354,87.668,0.82,76.19,10.09,17.86,2.57,2.16
1982-11,Taplejung,27.354,87.668,0.13,71.05,6.09,17.19,-2.84,2.11
1982-12,Taplejung,27.354,87.668,0.01,54.93,3.45,14.13,-6.24,2.18
1983-01,Taplejung,27.354,87.668,0.02,48.11,1.03,12.53,-9.49,2.3
1983-02,Taplejung,27.354,87.668,0.04,41.19,1.88,14.3,-8.67,2.77
1983-03,Taplejung,27.354,87.668,0.14,37.24,7.21,18.31,-1.45,3.15
1983-04,Taplejung,27.354,87.668,1.43,46.67,10.2,20.7,1.57,3.08
1983-05,Taplejung,27.354,87.668,2.05,65.2,13.27,22.21,4.92,2.95
1983-06,Taplejung,27.354,87.668,2.3,65.6,16.52,24.4,8.13,3.08
1983-07,Taplejung,27.354,87.668,9.13,86.02,16.88,23.85,12.14,3.02
1983-08,Taplejung,27.354,87.668,3.13,86.95,16.27,23.71,10.88,2.72
1983-09,Taplejung,27.354,87.668,2.56,88.19,14.78,20.97,9.22,2.41
1983-10,Taplejung,27.354,87.668,0.69,76.61,11.16,21.09,2.3,2.16
1983-11,Taplejung,27.354,87.668,0.0,64.28,6.45,14.89,0.41,2.16
1983-12,Taplejung,27.354,87.668,0.25,48.23,3.05,13.23,-5.29,2.17
1984-01,Taplejung,27.354,87.668,0.39,46.29,1.15,13.47,-7.54,2.35
1984-02,Taplejung,27.354,87.668,0.41,41.17,3.68,15.7,-4.67,2.58
1984-03,Taplejung,27.354,87.668,0.22,35.58,8.85,20.2,0.27,2.96
1984-04,Taplejung,27.354,87.668,0.77,42.62,11.94,22.05,1.65,3.1
1984-05,Taplejung,27.354,87.668,2.27,64.64,14.54,24.07,4.81,3.1
1984-06,Taplejung,27.354,87.668,6.44,81.97,16.55,25.65,11.11,2.84
1984-07,Taplejung,27.354,87.668,5.84,87.92,15.63,21.1,10.7,2.85
1984-08,Taplejung,27.354,87.668,4.77,85.65,15.98,22.93,9.96,2.57
1984-09,Taplejung,27.354,87.668,4.76,88.22,13.53,20.53,8.0,2.55
1984-10,Taplejung,27.354,87.668,0.56,81.2,11.5,19.23,2.04,2.17
1984-11,Taplejung,27.354,87.668,0.0,65.9,5.61,14.32,-2.07,2.11
1984-12,Taplejung,27.354,87.668,0.02,56.35,3.72,13.78,-2.96,2.14
1985-01,Taplejung,27.354,87.668,0.11,57.28,1.76,11.05,-5.66,2.27
1985-02,Taplejung,27.354,87.668,0.16,40.69,3.38,16.73,-4.59,2.69
1985-03,Taplejung,27.354,87.668,0.23,35.16,9.06,19.64,0.5,3.02
1985-04,Taplejung,27.354,87.668,0.35,44.4,12.46,23.01,2.55,3.06
1985-05,Taplejung,27.354,87.668,1.65,60.45,13.9,23.13,3.47,3.06
1985-06,Taplejung,27.354,87.668,3.16,74.2,16.38,24.16,7.84,3.1
1985-07,Taplejung,27.354,87.668,8.8,86.86,15.26,21.84,9.02,2.7
1985-08,Taplejung,27.354,87.668,2.85,86.63,16.31,22.85,11.08,2.63
1985-09,Taplejung,27.354,87.668,4.15,88.81,13.97,21.27,8.24,2.32
1985-10,Taplejung,27.354,87.668,2.24,85.19,10.95,19.9,4.55,2.2
1985-11,Taplejung,27.354,87.668,0.0,76.25,5.93,14.52,0.18,2.19
1985-12,Taplejung,27.354,87.668,0.56,64.43,4.39,14.39,-4.45,2.07
1986-01,Taplejung,27.354,87.668,0.0,54.09,2.89,12.09,-5.32,2.24
1986-02,Taplejung,27.354,87.668,0.07,50.97,4.15,13.43,-3.77,2.54
1986-03,Taplejung,27.354,87.668,0.05,43.57,7.47,21.26,-0.64,3.02
1986-04,Taplejung,27.354,87.668,0.74,47.77,10.93,21.1,1.58,3.07
1986-05,Taplejung,27.354,87.668,1.43,56.62,12.95,21.88,4.92,3.02
1986-06,Taplejung,27.354,87.668,4.22,68.47,16.46,24.3,6.4,3.15
1986-07,Taplejung,27.354,87.668,6.08,84.51,16.28,23.23,11.52,2.77
1986-08,Taplejung,27.354,87.668,3.57,84.84,16.02,23.17,10.31,2.66
1986-09,Taplejung,27.354,87.668,3.52,86.65,13.82,20.66,8.01,2.32
1986-10,Taplejung,27.354,87.668,1.44,78.69,9.5,17.49,2.69,2.26
1986-11,Taplejung,27.354,87.668,0.12,66.3,6.32,15.61,0.25,2.21
1986-12,Taplejung,27.354,87.668,0.48,57.29,3.2,14.63,-5.26,2.12
1987-01,Taplejung,27.354,87.668,0.07,47.73,3.23,12.57,-6.34,2.23
1987-02,Taplejung,27.354,87.668,0.2,45.64,4.87,15.43,-4.34,2.53
1987-03,Taplejung,27.354,87.668,0.72,49.84,7.24,19.34,-1.09,2.8
1987-04,Taplejung,27.354,87.668,1.41,43.61,11.05,21.91,0.76,3.1
1987-05,Taplejung,27.354,87.668,0.74,51.99,13.41,24.04,3.42,3.08
1987-06,Taplejung,27.354,87.668,2.4,70.91,16.97,24.9,9.44,3.1
1987-07,Taplejung,27.354,87.668,5.46,84.41,16.66,23.21,11.58,2.83
1987-08,Taplejung,27.354,87.668,10.22,88.82,15.44,21.81,10.14,2.63
1987-09,Taplejung,27.354,87.668,4.82,89.21,14.61,20.49,8.36,2.34
1987-10,Taplejung,27.354,87.668,0.98,84.56,10.79,17.6,3.64,2.24
1987-11,Taplejung,27.354,87.668,0.02,64.87,8.11,17.53,2.26,2.14
1987-12,Taplejung,27.354,87.668,0.0,55.08,5.57,14.86,-3.19,2.1
1988-01,Taplejung,27.354,87.668,0.04,55.24,3.69,14.44,-3.87,2.2
1988-02,Taplejung,27.354,87.668,0.2,49.26,5.33,16.41,-2.1,2.53
1988-03,Taplejung,27.354,87.668,0.43,47.86,7.61,19.21,-0.62,2.89
1988-04,Taplejung,27.354,87.668,0.87,45.46,12.16,22.62,1.19,2.99
1988-05,Taplejung,27.354,87.668,1.63,61.75,14.8,23.71,6.33,3.04
1988-06,Taplejung,27.354,87.668,3.07,72.35,16.88,25.18,9.66,2.97
1988-07,Taplejung,27.354,87.668,10.91,88.09,16.27,21.82,12.28,2.66
1988-08,Taplejung,27.354,87.668,4.53,89.78,15.73,21.68,11.06,2.69
1988-09,Taplejung,27.354,87.668,1.93,87.53,14.85,22.07,9.06,2.36
1988-10,Taplejung,27.354,87.668,0.15,75.12,11.33,19.54,4.19,2.21
1988-11,Taplejung,27.354,87.668,0.01,62.96,7.07,16.58,-0.25,2.0
1988-12,Taplejung,27.354,87.668,0.31,54.87,5.05,16.59,-1.88,2.03
1989-01,Taplejung,27.354,87.668,0.16,49.61,2.0,15.2,-9.32,2.41
1989-02,Taplejung,27.354,87.668,1.1,46.59,2.99,17.25,-10.83,2.83
1989-03,Taplejung,27.354,87.668,0.33,42.51,7.4,20.16,-0.35,2.88
1989-04,Taplejung,27.354,87.668,0.18,29.67,11.34,21.89,1.49,3.36
1989-05,Taplejung,27.354,87.668,3.39,56.92,15.0,24.9,5.04,3.14
1989-06,Taplejung,27.354,87.668,5.46,80.65,15.68,22.93,7.83,2.86
1989-07,Taplejung,27.354,87.668,7.88,88.26,15.88,22.08,9.92,2.73
1989-08,Taplejung,27.354,87.668,3.02,87.02,15.53,21.12,10.37,2.56
1989-09,Taplejung,27.354,87.668,3.75,88.68,14.75,21.11,10.0,2.45
1989-10,Taplejung,27.354,87.668,0.2,76.72,11.11,19.16,2.48,2.17
1989-11,Taplejung,27.354,87.668,0.04,61.86,5.34,14.45,-3.51,2.16
1989-12,Taplejung,27.354,87.668,0.05,48.71,3.05,14.26,-7.16,2.1
1990-01,Taplejung,27.354,87.668,0.0,38.94,4.86,17.77,-3.53,2.26
1990-02,Taplejung,27.354,87.668,0.2,56.3,3.71,12.53,-3.96,2.58
1990-03,Taplejung,27.354,87.668,0.43,49.49,6.19,16.5,-2.06,2.85
1990-04,Taplejung,27.354,87.668,0.4,43.94,10.64,21.36,0.56,3.12
1990-05,Taplejung,27.354,87.668,1.22,67.97,14.75,25.26,4.75,3.14
1990-06,Taplejung,27.354,87.668,3.01,74.77,17.45,25.56,10.43,3.19
1990-07,Taplejung,27.354,87.668,5.43,83.47,16.66,24.7,11.64,2.92
1990-08,Taplejung,27.354,87.668,3.58,86.05,16.09,21.97,11.52,2.63
1990-09,Taplejung,27.354,87.668,3.54,87.11,14.6,21.28,9.43,2.47
1990-10,Taplejung,27.354,87.668,1.0,78.28,10.46,18.99,1.98,2.17
1990-11,Taplejung,27.354,87.668,0.0,57.79,7.97,18.56,1.05,2.19
1990-12,Taplejung,27.354,87.668,0.0,49.67,4.75,13.1,-2.39,2.04
1991-01,Taplejung,27.354,87.668,0.15,50.59,1.57,16.39,-7.28,2.36
1991-02,Taplejung,27.354,87.668,0.12,40.02,5.12,17.18,-4.51,2.73
1991-03,Taplejung,27.354,87.668,0.54,40.45,8.12,19.84,-1.32,3.01
1991-04,Taplejung,27.354,87.668,0.06,34.53,11.38,22.1,0.95,3.17
1991-05,Taplejung,27.354,87.668,0.35,51.29,15.15,24.62,4.98,3.35
1991-06,Taplejung,27.354,87.668,3.72,76.92,16.34,23.79,9.47,3.14
1991-07,Taplejung,27.354,87.668,3.52,84.4,16.86,23.5,11.36,2.96
1991-08,Taplejung,27.354,87.668,5.69,86.45,15.92,23.05,11.85,2.51
1991-09,Taplejung,27.354,87.668,6.21,89.06,14.5,19.74,9.13,2.37
1991-10,Taplejung,27.354,87.668,0.04,78.02,10.6,19.54,2.81,2.18
1991-11,Taplejung,27.354,87.668,0.02,61.02,5.27,14.53,-1.55,2.1
1991-12,Taplejung,27.354,87.668,0.2,58.28,3.4,15.11,-7.87,1.99
1992-01,Taplejung,27.354,87.668,0.07,49.0,2.78,13.39,-8.2,2.12
1992-02,Taplejung,27.354,87.668,0.05,47.01,1.8,13.26,-5.95,2.65
1992-03,Taplejung,27.354,87.668,0.07,35.33,8.77,21.83,-0.71,3.13
1992-04,Taplejung,27.354,87.668,0.32,33.44,12.28,24.01,2.49,3.23
1992-05,Taplejung,27.354,87.668,1.57,59.66,12.9,22.63,3.92,3.09
1992-06,Taplejung,27.354,87.668,1.22,68.81,16.26,24.39,6.64,3.29
1992-07,Taplejung,27.354,87.668,8.39,82.18,15.77,23.2,10.87,2.74
1992-08,Taplejung,27.354,87.668,4.63,86.7,15.79,22.56,10.44,2.48
1992-09,Taplejung,27.354,87.668,2.0,85.5,14.51,22.29,8.72,2.42
1992-10,Taplejung,27.354,87.668,0.35,78.22,10.69,18.33,1.21,2.3
1992-11,Taplejung,27.354,87.668,0.04,60.25,6.63,15.11,0.19,2.12
1992-12,Taplejung,27.354,87.668,0.1,47.6,3.42,13.23,-3.0,2.06
1993-01,Taplejung,27.354,87.668,0.22,52.74,1.92,12.78,-6.51,2.4
1993-02,Taplejung,27.354,87.668,0.19,40.66,5.21,18.98,-6.09,2.49
1993-03,Taplejung,27.354,87.668,0.53,40.46,6.46,16.9,-2.23,3.05
1993-04,Taplejung,27.354,87.668,1.25,51.65,10.77,21.23,1.13,2.99
1993-05,Taplejung,27.354,87.668,1.03,60.47,14.33,24.31,4.47,3.14
1993-06,Taplejung,27.354,87.668,3.04,72.35,16.58,23.47,9.63,3.13
1993-07,Taplejung,27.354,87.668,2.67,81.25,17.11,25.6,12.12,3.22
1993-08,Taplejung,27.354,87.668,2.69,84.69,16.47,22.58,11.06,2.82
1993-09,Taplejung,27.354,87.668,1.8,83.29,14.63,21.12,9.53,2.44
1993-10,Taplejung,27.354,87.668,0.06,68.12,11.37,20.32,3.05,2.5
1993-11,Taplejung,27.354,87.668,0.07,59.08,7.55,16.65,0.68,2.28
1993-12,Taplejung,27.354,87.668,0.0,38.38,5.27,16.97,-3.39,2.23
1994-01,Taplejung,27.354,87.668,0.46,43.6,3.92,17.05,-7.38,2.36
1994-02,Taplejung,27.354,87.668,0.22,45.3,3.41,14.11,-6.27,2.73
1994-03,Taplejung,27.354,87.668,0.18,34.64,8.47,20.93,-0.92,2.98
1994-04,Taplejung,27.354,87.668,0.56,39.22,11.14,21.24,1.3,3.19
1994-05,Taplejung,27.354,87.668,0.71,54.74,14.85,24.73,5.7,3.15
1994-06,Taplejung,27.354,87.668,3.55,72.37,17.26,24.85,9.36,3.08
1994-07,Taplejung,27.354,87.668,2.65,80.82,17.39,25.07,11.44,3.05
1994-08,Taplejung,27.354,87.668,3.25,81.88,16.88,24.37,11.93,2.68
1994-09,Taplejung,27.354,87.668,1.14,81.39,15.22,22.95,9.35,2.57
1994-10,Taplejung,27.354,87.668,0.23,64.33,10.77,19.88,3.3,2.55
1994-11,Taplejung,27.354,87.668,0.11,53.41,6.47,16.51,-1.59,2.25
1994-12,Taplejung,27.354,87.668,0.01,39.43,3.47,14.53,-7.16,2.29
1995-01,Taplejung,27.354,87.668,0.09,41.9,1.14,12.5,-6.92,2.46
1995-02,Taplejung,27.354,87.668,0.22,41.73,3.41,15.22,-5.16,2.78
1995-03,Taplejung,27.354,87.668,0.43,34.4,8.12,20.76,-2.41,3.05
1995-04,Taplejung,27.354,87.668,0.13,32.21,11.41,22.75,-0.26,3.26
1995-05,Taplejung,27.354,87.668,1.11,52.33,15.46,24.64,4.88,3.14
1995-06,Taplejung,27.354,87.668,2.1,76.52,17.35,24.89,10.54,3.29
1995-07,Taplejung,27.354,87.668,4.8,84.04,16.41,22.91,10.87,2.96
1995-08,Taplejung,27.354,87.668,4.39,85.55,16.18,22.71,11.16,2.71
1995-09,Taplejung,27.354,87.668,1.34,83.98,15.11,23.11,8.95,2.55
1995-10,Taplejung,27.354,87.668,0.23,69.76,11.67,19.22,4.05,2.44
1995-11,Taplejung,27.354,87.668,2.2,57.91,7.14,18.02,-0.06,2.24
1995-12,Taplejung,27.354,87.668,0.29,55.88,3.38,13.2,-3.85,2.18
1996-01,Taplejung,27.354,87.668,0.32,52.84,1.93,13.75,-6.37,2.37
1996-02,Taplejung,27.354,87.668,0.56,47.37,4.46,15.68,-4.94,2.52
1996-03,Taplejung,27.354,87.668,0.13,45.99,8.85,19.77,0.96,3.02
1996-04,Taplejung,27.354,87.668,0.24,35.53,11.73,23.26,-0.17,3.16
1996-05,Taplejung,27.354,87.668,0.87,51.89,14.73,24.31,5.21,3.18
1996-06,Taplejung,27.354,87.668,2.91,74.31,16.34,24.38,7.6,3.2
1996-07,Taplejung,27.354,87.668,5.24,85.31,16.25,23.88,11.78,2.83
1996-08,Taplejung,27.354,87.668,3.68,85.61,16.0,22.89,10.8,2.66
1996-09,Taplejung,27.354,87.668,1.45,85.12,14.5,20.49,9.16,2.42
1996-10,Taplejung,27.354,87.668,0.49,76.93,11.35,19.16,5.28,2.31
1996-11,Taplejung,27.354,87.668,0.0,51.91,6.97,18.46,-1.51,2.36
1996-12,Taplejung,27.354,87.668,0.0,34.69,4.67,14.45,-2.15,2.2
1997-01,Taplejung,27.354,87.668,0.13,42.14,1.73,13.16,-6.38,2.38
1997-02,Taplejung,27.354,87.668,0.03,41.55,1.86,13.72,-7.49,2.85
1997-03,Taplejung,27.354,87.668,0.36,34.48,7.68,17.99,-0.35,3.04
1997-04,Taplejung,27.354,87.668,1.63,59.38,9.27,20.23,0.01,2.8
1997-05,Taplejung,27.354,87.668,0.84,50.35,13.41,22.92,4.11,3.23
1997-06,Taplejung,27.354,87.668,2.32,67.72,16.61,23.93,8.08,3.33
1997-07,Taplejung,27.354,87.668,6.28,83.97,16.94,23.18,12.23,2.75
1997-08,Taplejung,27.354,87.668,3.07,84.86,16.33,22.89,11.64,2.63
1997-09,Taplejung,27.354,87.668,2.43,86.84,14.34,21.54,6.76,2.5
1997-10,Taplejung,27.354,87.668,0.07,75.46,9.54,19.01,3.4,2.2
1997-11,Taplejung,27.354,87.668,0.02,63.44,6.65,17.03,-1.06,2.29
1997-12,Taplejung,27.354,87.668,0.5,53.32,3.28,13.73,-5.34,2.19
1998-01,Taplejung,27.354,87.668,0.0,42.68,2.23,13.57,-7.28,2.41
1998-02,Taplejung,27.354,87.668,0.03,44.39,4.48,15.35,-4.73,2.66
1998-03,Taplejung,27.354,87.668,0.95,45.69,6.66,17.53,-1.17,2.94
1998-04,Taplejung,27.354,87.668,1.3,52.48,11.47,21.68,2.16,2.95
1998-05,Taplejung,27.354,87.668,0.92,64.51,15.38,25.78,5.77,3.08
1998-06,Taplejung,27.354,87.668,2.36,71.74,17.38,24.93,8.76,3.14
1998-07,Taplejung,27.354,87.668,4.86,85.45,17.02,24.63,12.42,3.02
1998-08,Taplejung,27.354,87.668,5.04,88.49,16.12,22.27,11.81,2.72
1998-09,Taplejung,27.354,87.668,2.17,85.13,15.22,21.76,10.17,2.31
1998-10,Taplejung,27.354,87.668,1.45,82.32,12.84,20.2,4.27,2.23
1998-11,Taplejung,27.354,87.668,0.04,61.76,8.86,18.06,2.48,2.12
1998-12,Taplejung,27.354,87.668,0.0,43.21,5.16,16.38,-3.78,2.24
1999-01,Taplejung,27.354,87.668,0.01,39.76,3.17,13.28,-6.66,2.33
1999-02,Taplejung,27.354,87.668,0.3,36.47,7.35,18.58,-2.56,2.54
1999-03,Taplejung,27.354,87.668,0.07,25.11,9.08,20.38,-0.53,3.07
1999-04,Taplejung,27.354,87.668,0.32,30.75,13.33,23.93,3.19,3.11
1999-05,Taplejung,27.354,87.668,1.62,65.76,15.1,24.72,5.51,3.17
1999-06,Taplejung,27.354,87.668,2.12,71.99,16.79,24.53,7.26,3.13
1999-07,Taplejung,27.354,87.668,3.81,82.48,16.86,23.67,12.08,2.99
1999-08,Taplejung,27.354,87.668,4.52,84.73,16.24,24.43,10.52,2.8
1999-09,Taplejung,27.354,87.668,1.71,84.09,15.04,22.01,9.85,2.43
1999-10,Taplejung,27.354,87.668,1.5,75.65,11.65,19.23,4.13,2.31
1999-11,Taplejung,27.354,87.668,0.0,54.53,7.75,16.63,0.55,2.16
1999-12,Taplejung,27.354,87.668,0.01,52.44,4.48,14.88,-2.4,2.16
2000-01,Taplejung,27.354,87.668,0.01,43.53,2.53,14.74,-5.69,2.4
2000-02,Taplejung,27.354,87.668,0.1,42.26,1.75,13.08,-7.85,2.75
2000-03,Taplejung,27.354,87.668,0.11,34.58,6.42,21.21,-2.87,2.97
2000-04,Taplejung,27.354,87.668,1.43,43.09,11.88,21.39,2.78,3.1
2000-05,Taplejung,27.354,87.668,1.22,70.47,15.11,23.94,6.75,2.98
2000-06,Taplejung,27.354,87.668,2.97,78.5,16.78,24.81,10.43,3.24
2000-07,Taplejung,27.354,87.668,3.19,82.92,16.89,24.2,12.07,3.07
2000-08,Taplejung,27.354,87.668,4.69,86.82,16.23,22.61,11.96,2.76
2000-09,Taplejung,27.354,87.668,3.17,85.26,14.18,22.74,7.35,2.3
2000-10,Taplejung,27.354,87.668,0.15,73.74,12.17,20.43,3.49,2.3
2000-11,Taplejung,27.354,87.668,0.05,68.35,7.2,16.62,-0.58,2.26
2000-12,Taplejung,27.354,87.668,0.0,43.56,4.92,16.48,-3.66,2.14
2001-01,Taplejung,27.354,87.668,0.0,39.5,2.94,17.01,-6.49,2.39
2001-02,Taplejung,27.354,87.668,0.09,35.13,5.03,15.63,-4.23,2.61
2001-03,Taplejung,27.354,87.668,0.21,31.7,7.63,18.93,-0.37,2.88
2001-04,Taplejung,27.354,87.668,1.04,43.93,11.43,21.89,2.24,3.02
2001-05,Taplejung,27.354,87.668,1.33,71.24,14.85,23.78,8.52,3.08
2001-06,Taplejung,27.354,87.668,2.84,77.21,16.92,24.73,10.37,3.14
2001-07,Taplejung,27.354,87.668,4.54,81.08,17.53,25.21,12.66,3.05
2001-08,Taplejung,27.354,87.668,3.67,84.4,16.6,23.31,11.15,2.68
2001-09,Taplejung,27.354,87.668,2.96,86.83,14.74,20.61,10.19,2.18
2001-10,Taplejung,27.354,87.668,1.8,80.97,11.39,19.13,3.82,2.14
2001-11,Taplejung,27.354,87.668,0.05,64.9,7.83,18.65,0.13,2.15
2001-12,Taplejung,27.354,87.668,0.0,50.42,4.21,14.82,-2.62,2.19
2002-01,Taplejung,27.354,87.668,0.24,55.62,2.54,12.71,-7.15,2.36
2002-02,Taplejung,27.354,87.668,0.15,44.03,5.28,15.5,-2.7,2.57
2002-03,Taplejung,27.354,87.668,0.65,45.42,8.14,19.4,-0.18,2.79
2002-04,Taplejung,27.354,87.668,0.9,62.01,11.22,22.36,1.28,3.01
2002-05,Taplejung,27.354,87.668,1.83,70.24,14.15,23.69,4.74,2.98
2002-06,Taplejung,27.354,87.668,1.79,76.63,16.83,24.53,10.67,3.25
2002-07,Taplejung,27.354,87.668,5.5,84.21,16.75,24.43,10.87,2.96
2002-08,Taplejung,27.354,87.668,3.57,84.99,16.25,23.29,10.29,2.61
2002-09,Taplejung,27.354,87.668,1.42,81.42,14.51,21.34,9.04,2.46
2002-10,Taplejung,27.354,87.668,0.41,73.46,10.71,20.38,3.32,2.32
2002-11,Taplejung,27.354,87.668,0.01,59.96,7.73,17.24,0.6,2.26
2002-12,Taplejung,27.354,87.668,0.12,49.91,4.38,16.1,-4.24,2.11
2003-01,Taplejung,27.354,87.668,0.11,37.31,3.49,16.9,-5.24,2.31
2003-02,Taplejung,27.354,87.668,0.84,55.19,3.85,13.68,-4.02,2.47
2003-03,Taplejung,27.354,87.668,0.24,54.74,7.06,17.34,-2.03,2.77
2003-04,Taplejung,27.354,87.668,0.4,47.3,12.09,22.11,2.36,3.01
2003-05,Taplejung,27.354,87.668,0.89,60.65,13.62,23.24,3.77,3.28
2003-06,Taplejung,27.354,87.668,3.46,73.8,16.42,23.81,10.23,3.13
2003-07,Taplejung,27.354,87.668,6.74,85.94,16.44,23.9,11.82,2.9
2003-08,Taplejung,27.354,87.668,2.55,86.47,16.71,23.27,12.36,2.57
2003-09,Taplejung,27.354,87.668,2.17,85.91,15.19,21.61,9.88,2.26
2003-10,Taplejung,27.354,87.668,2.16,73.85,11.57,19.59,4.25,2.24
2003-11,Taplejung,27.354,87.668,0.06,65.97,6.99,17.11,0.38,2.2
2003-12,Taplejung,27.354,87.668,0.51,57.45,3.89,14.4,-8.86,2.07
2004-01,Taplejung,27.354,87.668,0.27,56.85,2.36,12.22,-6.29,2.16
2004-02,Taplejung,27.354,87.668,0.01,51.88,4.44,17.28,-5.35,2.53
2004-03,Taplejung,27.354,87.668,0.17,45.19,9.71,21.73,-0.32,2.82
2004-04,Taplejung,27.354,87.668,0.97,60.57,11.82,22.01,3.78,2.94
2004-05,Taplejung,27.354,87.668,2.25,64.24,14.47,24.34,3.32,3.23
2004-06,Taplejung,27.354,87.668,3.55,81.15,15.97,22.38,9.3,3.23
2004-07,Taplejung,27.354,87.668,11.68,89.08,15.62,22.46,10.87,2.92
2004-08,Taplejung,27.354,87.668,4.54,87.63,16.22,21.8,11.81,2.61
2004-09,Taplejung,27.354,87.668,2.6,88.06,14.64,21.67,8.38,2.39
2004-10,Taplejung,27.354,87.668,0.95,81.1,9.92,18.15,1.98,2.08
2004-11,Taplejung,27.354,87.668,0.17,75.17,5.79,14.04,0.57,2.06
2004-12,Taplejung,27.354,87.668,0.0,64.0,4.75,15.0,-5.91,2.0
2005-01,Taplejung,27.354,87.668,0.34,62.86,2.47,13.24,-6.62,2.2
2005-02,Taplejung,27.354,87.668,0.15,59.89,4.66,15.8,-4.76,2.59
2005-03,Taplejung,27.354,87.668,0.63,57.56,8.35,18.93,-0.16,2.82
2005-04,Taplejung,27.354,87.668,1.68,51.12,10.92,20.07,1.48,2.92
2005-05,Taplejung,27.354,87.668,1.7,65.73,12.99,23.19,3.73,3.01
2005-06,Taplejung,27.354,87.668,2.72,70.9,16.61,24.67,8.58,2.95
2005-07,Taplejung,27.354,87.668,6.46,85.71,16.66,23.41,11.54,2.94
2005-08,Taplejung,27.354,87.668,8.17,88.29,16.49,22.64,11.12,2.71
2005-09,Taplejung,27.354,87.668,2.5,84.37,15.19,21.92,9.92,2.28
2005-10,Taplejung,27.354,87.668,1.96,81.22,10.93,18.47,3.31,2.1
2005-11,Taplejung,27.354,87.668,0.0,68.73,6.54,15.5,0.86,2.13
2005-12,Taplejung,27.354,87.668,0.0,50.06,4.44,13.5,-4.1,2.03
2006-01,Taplejung,27.354,87.668,0.0,42.65,4.8,16.91,-4.84,2.13
2006-02,Taplejung,27.354,87.668,0.0,52.52,7.2,18.32,-0.41,2.46
2006-03,Taplejung,27.354,87.668,0.46,45.92,7.77,18.59,-0.33,2.81
2006-04,Taplejung,27.354,87.668,0.89,52.83,10.9,23.69,1.71,2.89
2006-05,Taplejung,27.354,87.668,1.52,71.81,14.91,22.56,6.33,3.11
2006-06,Taplejung,27.354,87.668,4.67,79.42,15.89,23.08,8.99,3.08
2006-07,Taplejung,27.354,87.668,6.06,85.43,17.14,23.14,11.97,2.85
2006-08,Taplejung,27.354,87.668,2.92,84.22,16.57,23.43,11.74,2.67
2006-09,Taplejung,27.354,87.668,6.97,86.19,14.71,22.17,9.82,2.37
2006-10,Taplejung,27.354,87.668,0.36,80.71,10.83,19.07,3.62,2.15
2006-11,Taplejung,27.354,87.668,0.23,74.24,6.4,15.71,-2.86,2.08
2006-12,Taplejung,27.354,87.668,0.1,62.84,4.73,15.36,-1.36,2.09
2007-01,Taplejung,27.354,87.668,0.03,48.78,3.13,14.88,-6.19,2.24
2007-02,Taplejung,27.354,87.668,0.82,66.35,3.3,13.76,-5.69,2.34
2007-03,Taplejung,27.354,87.668,0.23,53.94,7.76,20.54,-1.96,2.8
2007-04,Taplejung,27.354,87.668,0.65,56.26,12.54,21.75,4.34,2.85
2007-05,Taplejung,27.354,87.668,3.51,68.9,14.52,22.65,6.23,2.81
2007-06,Taplejung,27.354,87.668,3.45,79.06,16.31,24.25,8.08,3.27
2007-07,Taplejung,27.354,87.668,9.75,87.12,16.43,24.05,11.25,2.85
2007-08,Taplejung,27.354,87.668,4.81,87.98,16.35,22.84,11.51,2.53
2007-09,Taplejung,27.354,87.668,4.8,87.06,14.58,20.95,7.71,2.28
