Date,District,PD_A,PD_P,PD_Y,MZ_A,MZ_P,MZ_Y,WH_A,WH_P,WH_Y,ML_A,ML_P,ML_Y,BW_A,BW_P,BW_Y,BL_A,BL_P,BL_Y
1979-80,Achham,2450.0,2540.0,1.04,3100.0,4920.0,1.59,2850.0,2600.0,0.91,900.0,1000.0,1.11,0.0,0.0,0.0,550.0,500.0,0.91
1979-80,Arghakhanchi,1900.0,3730.0,1.96,8850.0,11850.0,1.34,810.0,930.0,1.15,1800.0,1850.0,1.03,0.0,0.0,0.0,290.0,260.0,0.9
1979-80,Baglung,2600.0,3710.0,1.43,8720.0,14050.0,1.61,1800.0,2320.0,1.29,1500.0,1450.0,0.97,0.0,0.0,0.0,220.0,220.0,1.0
1979-80,Baitadi,3100.0,3910.0,1.26,2700.0,4510.0,1.67,3450.0,2950.0,0.86,900.0,1060.0,1.18,0.0,0.0,0.0,650.0,520.0,0.8
1979-80,Bajhang,2700.0,4590.0,1.7,1000.0,1550.0,1.55,2300.0,2020.0,0.88,1000.0,1050.0,1.05,0.0,0.0,0.0,700.0,620.0,0.89
1979-80,Bajura,3000.0,5210.0,1.74,800.0,1400.0,1.75,1580.0,1420.0,0.9,970.0,1070.0,1.1,0.0,0.0,0.0,400.0,310.0,0.78
1979-80,Banke,28640.0,26000.0,0.91,5360.0,6030.0,1.12,9000.0,10800.0,1.2,940.0,930.0,0.99,0.0,0.0,0.0,270.0,270.0,1.0
1979-80,Bara,52410.0,106440.0,2.03,140.0,210.0,1.5,19380.0,25190.0,1.3,200.0,190.0,0.95,0.0,0.0,0.0,1250.0,1030.0,0.82
1979-80,Bardiya,26640.0,37930.0,1.42,9490.0,10500.0,1.11,2500.0,3000.0,1.2,500.0,520.0,1.04,0.0,0.0,0.0,20.0,20.0,1.0
1979-80,Bhaktapur,5370.0,17360.0,3.23,1900.0,2660.0,1.4,6400.0,9600.0,1.5,180.0,180.0,1.0,0.0,0.0,0.0,20.0,20.0,1.0
1979-80,Bhojpur,5820.0,10400.0,1.79,9900.0,14080.0,1.42,1350.0,1620.0,1.2,2000.0,2000.0,1.0,0.0,0.0,0.0,50.0,50.0,1.0
1979-80,Chitwan,24840.0,45500.0,1.83,22160.0,32640.0,1.47,11630.0,16280.0,1.4,1000.0,940.0,0.94,0.0,0.0,0.0,150.0,130.0,0.87
1979-80,Dadeldhura,2110.0,1710.0,0.81,3200.0,5290.0,1.65,3920.0,3600.0,0.92,1940.0,2300.0,1.19,0.0,0.0,0.0,300.0,300.0,1.0
1979-80,Dailekh,3400.0,5320.0,1.56,5200.0,8990.0,1.73,2000.0,2000.0,1.0,1500.0,1650.0,1.1,0.0,0.0,0.0,810.0,650.0,0.8
1979-80,Dang,30440.0,36930.0,1.21,20910.0,31060.0,1.49,13000.0,15600.0,1.2,400.0,410.0,1.02,0.0,0.0,0.0,450.0,450.0,1.0
1979-80,Darchula,1380.0,2380.0,1.72,1840.0,3200.0,1.74,1900.0,1520.0,0.8,620.0,710.0,1.15,0.0,0.0,0.0,1800.0,1260.0,0.7
1979-80,Dhading,5600.0,11790.0,2.11,9900.0,13550.0,1.37,1050.0,1050.0,1.0,2020.0,2020.0,1.0,0.0,0.0,0.0,260.0,220.0,0.85
1979-80,Dhankuta,7660.0,16080.0,2.1,12820.0,17950.0,1.4,1590.0,2240.0,1.41,4210.0,3790.0,0.9,0.0,0.0,0.0,60.0,60.0,1.0
1979-80,Dhanusa,54840.0,100930.0,1.84,2980.0,3740.0,1.26,18000.0,20520.0,1.14,2730.0,2530.0,0.93,0.0,0.0,0.0,200.0,170.0,0.85
1979-80,Dolakha,1750.0,3500.0,2.0,3600.0,3670.0,1.02,680.0,780.0,1.15,900.0,600.0,0.67,0.0,0.0,0.0,70.0,60.0,0.86
1979-80,Dolpa,190.0,320.0,1.68,1300.0,1700.0,1.31,800.0,810.0,1.01,650.0,750.0,1.15,0.0,0.0,0.0,500.0,490.0,0.98
1979-80,Doti,5000.0,8570.0,1.71,4500.0,7530.0,1.67,4700.0,4400.0,0.94,1300.0,1390.0,1.07,0.0,0.0,0.0,640.0,640.0,1.0
1979-80,Gorkha,4930.0,7560.0,1.53,5470.0,4840.0,0.88,1410.0,1270.0,0.9,2700.0,2000.0,0.74,0.0,0.0,0.0,250.0,250.0,1.0
1979-80,Gulmi,3150.0,6170.0,1.96,9170.0,14670.0,1.6,1360.0,1500.0,1.1,1800.0,1990.0,1.11,0.0,0.0,0.0,450.0,410.0,0.91
1979-80,Humla,230.0,360.0,1.57,600.0,1000.0,1.67,500.0,450.0,0.9,700.0,720.0,1.03,0.0,0.0,0.0,650.0,530.0,0.82
1979-80,Ilam,7500.0,18700.0,2.49,6300.0,8100.0,1.29,1730.0,2400.0,1.39,2430.0,2840.0,1.17,0.0,0.0,0.0,50.0,50.0,1.0
1979-80,Jajarkot,2800.0,5040.0,1.8,5300.0,9280.0,1.75,1500.0,1800.0,1.2,1300.0,1400.0,1.08,0.0,0.0,0.0,650.0,520.0,0.8
1979-80,Jhapa,87070.0,148020.0,1.7,2980.0,4170.0,1.4,6000.0,6600.0,1.1,990.0,820.0,0.83,0.0,0.0,0.0,50.0,50.0,1.0
1979-80,Jumla,1350.0,2340.0,1.73,840.0,1390.0,1.65,1000.0,1050.0,1.05,1300.0,1140.0,0.88,0.0,0.0,0.0,1100.0,1090.0,0.99
1979-80,Kailali,42010.0,32670.0,0.78,11150.0,16730.0,1.5,7000.0,8210.0,1.17,1400.0,1340.0,0.96,0.0,0.0,0.0,30.0,30.0,1.0
1979-80,Kalikot,220.0,380.0,1.73,1830.0,3020.0,1.65,780.0,860.0,1.1,700.0,700.0,1.0,0.0,0.0,0.0,700.0,690.0,0.99
1979-80,Kanchanpur,24900.0,16930.0,0.68,4130.0,5890.0,1.43,5300.0,6000.0,1.13,500.0,490.0,0.98,0.0,0.0,0.0,150.0,130.0,0.87
1979-80,Kapilbastu,69510.0,55320.0,0.8,3800.0,3300.0,0.87,16700.0,19200.0,1.15,450.0,390.0,0.87,0.0,0.0,0.0,220.0,200.0,0.91
1979-80,Kaski,10310.0,23280.0,2.26,9100.0,8190.0,0.9,2750.0,3570.0,1.3,7000.0,6200.0,0.89,0.0,0.0,0.0,100.0,100.0,1.0
1979-80,Kathmandu,11720.0,37420.0,3.19,9500.0,16250.0,1.71,11700.0,17730.0,1.52,1400.0,1400.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0
1979-80,Kavre,6980.0,16400.0,2.35,9310.0,14550.0,1.56,6500.0,7800.0,1.2,2000.0,2610.0,1.3,0.0,0.0,0.0,60.0,60.0,1.0
1979-80,Khotang,1500.0,2420.0,1.61,5400.0,5640.0,1.04,340.0,290.0,0.85,1110.0,1200.0,1.08,0.0,0.0,0.0,100.0,90.0,0.9
1979-80,Lalitpur,4400.0,15090.0,3.43,3900.0,6120.0,1.57,4500.0,6300.0,1.4,980.0,840.0,0.86,0.0,0.0,0.0,20.0,20.0,1.0
1979-80,Lamjung,5500.0,10240.0,1.86,6270.0,6920.0,1.1,1500.0,1700.0,1.13,5950.0,6000.0,1.01,0.0,0.0,0.0,200.0,200.0,1.0
1979-80,Mahottari,68260.0,113120.0,1.66,4100.0,5740.0,1.4,11100.0,13880.0,1.25,1500.0,1800.0,1.2,0.0,0.0,0.0,380.0,300.0,0.79
1979-80,Makwanpur,10300.0,19710.0,1.91,14700.0,22050.0,1.5,4180.0,5850.0,1.4,2700.0,2840.0,1.05,0.0,0.0,0.0,160.0,120.0,0.75
1979-80,Manang,0.0,0.0,0.0,1550.0,2330.0,1.5,210.0,220.0,1.05,550.0,570.0,1.04,0.0,0.0,0.0,600.0,600.0,1.0
1979-80,Morang,78430.0,139760.0,1.78,5400.0,8100.0,1.5,12500.0,15000.0,1.2,1100.0,950.0,0.86,0.0,0.0,0.0,50.0,50.0,1.0
1979-80,Mugu,280.0,350.0,1.25,700.0,1000.0,1.43,400.0,410.0,1.02,450.0,500.0,1.11,0.0,0.0,0.0,280.0,270.0,0.96
1979-80,Mustang,80.0,150.0,1.88,850.0,1360.0,1.6,350.0,350.0,1.0,550.0,680.0,1.24,0.0,0.0,0.0,600.0,550.0,0.92
1979-80,Myagdi,2020.0,4300.0,2.13,3600.0,3000.0,0.83,700.0,700.0,1.0,800.0,780.0,0.98,0.0,0.0,0.0,210.0,210.0,1.0
1979-80,Nawalparasi,35470.0,53020.0,1.49,8230.0,7560.0,0.92,13720.0,15090.0,1.1,1380.0,1110.0,0.8,0.0,0.0,0.0,100.0,90.0,0.9
1979-80,Nuwakot,7000.0,16940.0,2.42,7600.0,6720.0,0.88,1950.0,2460.0,1.26,1800.0,1950.0,1.08,0.0,0.0,0.0,90.0,90.0,1.0
1979-80,Okhaldhunga,2660.0,4200.0,1.58,6120.0,6540.0,1.07,520.0,650.0,1.25,2200.0,1940.0,0.88,0.0,0.0,0.0,150.0,140.0,0.93
1979-80,Palpa,5080.0,7050.0,1.39,5050.0,3590.0,0.71,4550.0,5910.0,1.3,2000.0,1200.0,0.6,0.0,0.0,0.0,60.0,60.0,1.0
1979-80,Panchthar,3990.0,7180.0,1.8,9000.0,12150.0,1.35,820.0,980.0,1.2,3620.0,3160.0,0.87,0.0,0.0,0.0,180.0,150.0,0.83
1979-80,Parbat,1850.0,3490.0,1.89,3820.0,5950.0,1.56,1700.0,1870.0,1.1,2250.0,2200.0,0.98,0.0,0.0,0.0,350.0,350.0,1.0
1979-80,Parsa,39030.0,78270.0,2.01,200.0,260.0,1.3,13750.0,18560.0,1.35,300.0,290.0,0.97,0.0,0.0,0.0,400.0,350.0,0.88
1979-80,Pyuthan,3200.0,6080.0,1.9,7100.0,11070.0,1.56,4300.0,5590.0,1.3,1200.0,1200.0,1.0,0.0,0.0,0.0,100.0,100.0,1.0
1979-80,Ramechhap,4150.0,7780.0,1.87,7470.0,7000.0,0.94,500.0,560.0,1.12,2320.0,1800.0,0.78,0.0,0.0,0.0,80.0,70.0,0.88
1979-80,Rasuwa,130.0,190.0,1.46,1000.0,1210.0,1.21,620.0,690.0,1.11,480.0,460.0,0.96,0.0,0.0,0.0,410.0,380.0,0.93
1979-80,Rautahat,69430.0,108270.0,1.56,2000.0,2880.0,1.44,16250.0,19500.0,1.2,550.0,480.0,0.87,0.0,0.0,0.0,2400.0,2210.0,0.92
1979-80,Rolpa,620.0,1110.0,1.79,3220.0,4190.0,1.3,1600.0,1440.0,0.9,620.0,650.0,1.05,0.0,0.0,0.0,520.0,500.0,0.96
1979-80,Rukum,700.0,1280.0,1.83,3200.0,4950.0,1.55,1600.0,1320.0,0.82,200.0,250.0,1.25,0.0,0.0,0.0,700.0,570.0,0.81
1979-80,Rupandehi,68900.0,76150.0,1.11,3440.0,4130.0,1.2,21500.0,25800.0,1.2,640.0,480.0,0.75,0.0,0.0,0.0,340.0,300.0,0.88
1979-80,Salyan,3890.0,6040.0,1.55,7160.0,8140.0,1.14,5000.0,6000.0,1.2,3870.0,2320.0,0.6,0.0,0.0,0.0,760.0,760.0,1.0
1979-80,Sankhuwasabha,8800.0,20260.0,2.3,5280.0,5340.0,1.01,260.0,300.0,1.15,2310.0,2550.0,1.1,0.0,0.0,0.0,250.0,210.0,0.84
1979-80,Saptari,72850.0,144240.0,1.98,400.0,550.0,1.38,8000.0,8800.0,1.1,870.0,720.0,0.83,0.0,0.0,0.0,50.0,40.0,0.8
1979-80,Sarlahi,34670.0,54840.0,1.58,6500.0,7280.0,1.12,9150.0,11530.0,1.26,650.0,550.0,0.85,0.0,0.0,0.0,120.0,120.0,1.0
1979-80,Sindhuli,9370.0,19530.0,2.08,9250.0,12260.0,1.33,3150.0,4100.0,1.3,2050.0,2400.0,1.17,0.0,0.0,0.0,100.0,80.0,0.8
1979-80,Sindhupalchok,4170.0,7170.0,1.72,10320.0,12380.0,1.2,1400.0,1630.0,1.16,2930.0,2830.0,0.97,0.0,0.0,0.0,340.0,320.0,0.94
1979-80,Siraha,66930.0,133490.0,1.99,1940.0,2560.0,1.32,14850.0,17520.0,1.18,2190.0,1420.0,0.65,0.0,0.0,0.0,110.0,110.0,1.0
1979-80,Solukhumbu,340.0,440.0,1.29,4500.0,7830.0,1.74,300.0,280.0,0.93,1000.0,1100.0,1.1,0.0,0.0,0.0,560.0,510.0,0.91
1979-80,Sunsari,50350.0,91390.0,1.82,5970.0,7620.0,1.28,8000.0,9600.0,1.2,1070.0,1050.0,0.98,0.0,0.0,0.0,120.0,120.0,1.0
1979-80,Surkhet,7090.0,7520.0,1.06,8000.0,14400.0,1.8,10400.0,13000.0,1.25,550.0,620.0,1.13,0.0,0.0,0.0,300.0,300.0,1.0
1979-80,Syangja,9500.0,18620.0,1.96,6330.0,6060.0,0.96,2560.0,2560.0,1.0,7000.0,5880.0,0.84,0.0,0.0,0.0,40.0,40.0,1.0
1979-80,Tanahu,10170.0,18600.0,1.83,10970.0,12940.0,1.18,5630.0,5070.0,0.9,5420.0,6800.0,1.25,0.0,0.0,0.0,50.0,50.0,1.0
1979-80,Taplejung,1880.0,3320.0,1.77,5310.0,7920.0,1.49,260.0,290.0,1.12,1400.0,1700.0,1.21,0.0,0.0,0.0,260.0,160.0,0.62
1979-80,Tehrathum,3750.0,6960.0,1.86,6640.0,10060.0,1.52,820.0,900.0,1.1,2120.0,2090.0,0.99,0.0,0.0,0.0,120.0,120.0,1.0
1979-80,Udayapur,12980.0,25920.0,2.0,10000.0,7650.0,0.76,3000.0,3600.0,1.2,1300.0,1550.0,1.19,0.0,0.0,0.0,200.0,180.0,0.9
1980-81,Achham,2600.0,3600.0,1.38,2850.0,4390.0,1.54,3200.0,2720.0,0.85,850.0,1000.0,1.18,0.0,0.0,0.0,500.0,400.0,0.8
1980-81,Arghakhanchi,1890.0,4100.0,2.17,8840.0,14230.0,1.61,810.0,930.0,1.15,1800.0,2100.0,1.17,0.0,0.0,0.0,300.0,150.0,0.5
1980-81,Baglung,2600.0,5590.0,2.15,9000.0,14400.0,1.6,1880.0,2350.0,1.25,1000.0,1100.0,1.1,0.0,0.0,0.0,200.0,190.0,0.95
1980-81,Baitadi,3300.0,6570.0,1.99,2900.0,4120.0,1.42,3500.0,2450.0,0.7,1000.0,1100.0,1.1,0.0,0.0,0.0,500.0,400.0,0.8
1980-81,Bajhang,2700.0,4510.0,1.67,1000.0,1460.0,1.46,2300.0,2070.0,0.9,980.0,880.0,0.9,0.0,0.0,0.0,700.0,630.0,0.9
1980-81,Bajura,1810.0,3260.0,1.8,780.0,1260.0,1.62,1600.0,1600.0,1.0,1300.0,1170.0,0.9,0.0,0.0,0.0,410.0,320.0,0.78
1980-81,Banke,27430.0,52120.0,1.9,4320.0,6480.0,1.5,8910.0,9970.0,1.12,920.0,900.0,0.98,0.0,0.0,0.0,240.0,220.0,0.92
1980-81,Bara,52500.0,108900.0,2.07,450.0,810.0,1.8,22860.0,29720.0,1.3,210.0,200.0,0.95,0.0,0.0,0.0,280.0,250.0,0.89
1980-81,Bardiya,28000.0,60200.0,2.15,8740.0,15300.0,1.75,6500.0,8120.0,1.25,510.0,500.0,0.98,0.0,0.0,0.0,40.0,40.0,1.0
1980-81,Bhaktapur,6500.0,21450.0,3.3,2230.0,4340.0,1.95,5730.0,7480.0,1.31,180.0,190.0,1.06,0.0,0.0,0.0,20.0,20.0,1.0
1980-81,Bhojpur,6100.0,12250.0,2.01,10640.0,16720.0,1.57,1450.0,1570.0,1.08,2010.0,2010.0,1.0,0.0,0.0,0.0,60.0,50.0,0.83
1980-81,Chitwan,24820.0,48190.0,1.94,26200.0,45060.0,1.72,13450.0,18160.0,1.35,1100.0,1040.0,0.95,0.0,0.0,0.0,90.0,80.0,0.89
1980-81,Dadeldhura,2000.0,3600.0,1.8,3100.0,4460.0,1.44,4500.0,3740.0,0.83,2000.0,2200.0,1.1,0.0,0.0,0.0,500.0,460.0,0.92
1980-81,Dailekh,3400.0,6120.0,1.8,5220.0,8560.0,1.64,1500.0,1570.0,1.05,2200.0,2180.0,0.99,0.0,0.0,0.0,700.0,570.0,0.81
1980-81,Dang,31620.0,60080.0,1.9,21170.0,36000.0,1.7,12880.0,15740.0,1.22,450.0,450.0,1.0,0.0,0.0,0.0,450.0,450.0,1.0
1980-81,Darchula,1460.0,2190.0,1.5,2570.0,3620.0,1.41,2500.0,1870.0,0.75,600.0,540.0,0.9,0.0,0.0,0.0,1600.0,1440.0,0.9
1980-81,Dhading,6490.0,13490.0,2.08,7350.0,12130.0,1.65,1100.0,1260.0,1.15,2000.0,1800.0,0.9,0.0,0.0,0.0,250.0,200.0,0.8
1980-81,Dhankuta,9220.0,18440.0,2.0,15260.0,21360.0,1.4,1970.0,2690.0,1.37,4220.0,3700.0,0.88,0.0,0.0,0.0,90.0,80.0,0.89
1980-81,Dhanusa,54800.0,104200.0,1.9,3180.0,5090.0,1.6,17940.0,24220.0,1.35,2730.0,2540.0,0.93,0.0,0.0,0.0,870.0,430.0,0.49
1980-81,Dolakha,1730.0,3290.0,1.9,3600.0,5040.0,1.4,1070.0,1230.0,1.15,920.0,730.0,0.79,0.0,0.0,0.0,90.0,60.0,0.67
1980-81,Dolpa,140.0,240.0,1.71,1140.0,1590.0,1.39,250.0,270.0,1.08,620.0,580.0,0.94,0.0,0.0,0.0,480.0,460.0,0.96
1980-81,Doti,5000.0,10400.0,2.08,4270.0,6830.0,1.6,5000.0,4900.0,0.98,1270.0,1400.0,1.1,0.0,0.0,0.0,100.0,80.0,0.8
1980-81,Gorkha,4750.0,8550.0,1.8,6400.0,9600.0,1.5,2000.0,1800.0,0.9,2690.0,2260.0,0.84,0.0,0.0,0.0,240.0,240.0,1.0
1980-81,Gulmi,3150.0,6300.0,2.0,9000.0,14400.0,1.6,1750.0,2010.0,1.15,2000.0,1980.0,0.99,0.0,0.0,0.0,440.0,420.0,0.95
1980-81,Humla,160.0,210.0,1.31,600.0,960.0,1.6,240.0,240.0,1.0,710.0,640.0,0.9,0.0,0.0,0.0,150.0,120.0,0.8
1980-81,Ilam,11470.0,27530.0,2.4,8900.0,14350.0,1.61,2180.0,2980.0,1.37,2100.0,2730.0,1.3,0.0,0.0,0.0,70.0,50.0,0.71
1980-81,Jajarkot,2840.0,5710.0,2.01,4640.0,6910.0,1.49,2500.0,2780.0,1.11,1600.0,1760.0,1.1,0.0,0.0,0.0,800.0,800.0,1.0
1980-81,Jhapa,87000.0,152250.0,1.75,4500.0,6750.0,1.5,5100.0,6370.0,1.25,950.0,850.0,0.89,0.0,0.0,0.0,50.0,40.0,0.8
1980-81,Jumla,1340.0,2700.0,2.01,1100.0,1830.0,1.66,800.0,880.0,1.1,1120.0,1230.0,1.1,0.0,0.0,0.0,1100.0,1090.0,0.99
1980-81,Kailali,49260.0,86700.0,1.76,11420.0,17470.0,1.53,9450.0,10950.0,1.16,1390.0,1400.0,1.01,0.0,0.0,0.0,30.0,30.0,1.0
1980-81,Kalikot,210.0,430.0,2.05,1850.0,2590.0,1.4,1000.0,1000.0,1.0,780.0,740.0,0.95,0.0,0.0,0.0,680.0,610.0,0.9
1980-81,Kanchanpur,24950.0,43660.0,1.75,6370.0,9750.0,1.53,7340.0,8670.0,1.18,580.0,650.0,1.12,0.0,0.0,0.0,150.0,140.0,0.93
1980-81,Kapilbastu,77560.0,139610.0,1.8,4200.0,7600.0,1.81,21640.0,25970.0,1.2,490.0,390.0,0.8,0.0,0.0,0.0,200.0,160.0,0.8
1980-81,Kaski,10320.0,23500.0,2.28,9120.0,14500.0,1.59,2900.0,3130.0,1.08,6890.0,6200.0,0.9,0.0,0.0,0.0,90.0,80.0,0.89
1980-81,Kathmandu,11720.0,35280.0,3.01,9500.0,18050.0,1.9,9800.0,11370.0,1.16,1400.0,1400.0,1.0,0.0,0.0,0.0,40.0,40.0,1.0
1980-81,Kavre,6950.0,16030.0,2.31,9300.0,14880.0,1.6,6500.0,8770.0,1.35,1930.0,2120.0,1.1,0.0,0.0,0.0,50.0,40.0,0.8
1980-81,Khotang,1540.0,2500.0,1.62,5850.0,8780.0,1.5,350.0,440.0,1.26,1100.0,1210.0,1.1,0.0,0.0,0.0,90.0,70.0,0.78
1980-81,Lalitpur,4400.0,14960.0,3.4,3890.0,7270.0,1.87,6000.0,7920.0,1.32,1300.0,1290.0,0.99,0.0,0.0,0.0,30.0,30.0,1.0
1980-81,Lamjung,6000.0,11220.0,1.87,8000.0,12720.0,1.59,3000.0,2760.0,0.92,3000.0,2670.0,0.89,0.0,0.0,0.0,200.0,200.0,1.0
1980-81,Mahottari,68500.0,122850.0,1.79,4700.0,7520.0,1.6,14670.0,18340.0,1.25,1450.0,1360.0,0.94,0.0,0.0,0.0,790.0,400.0,0.51
1980-81,Makwanpur,10230.0,22510.0,2.2,15000.0,30000.0,2.0,3260.0,4400.0,1.35,2500.0,2480.0,0.99,0.0,0.0,0.0,180.0,160.0,0.89
1980-81,Manang,0.0,0.0,0.0,1550.0,2860.0,1.85,500.0,530.0,1.06,560.0,550.0,0.98,0.0,0.0,0.0,600.0,600.0,1.0
1980-81,Morang,78400.0,141100.0,1.8,6000.0,9540.0,1.59,11300.0,15250.0,1.35,1000.0,950.0,0.95,0.0,0.0,0.0,100.0,90.0,0.9
1980-81,Mugu,290.0,560.0,1.93,700.0,1050.0,1.5,400.0,410.0,1.02,460.0,430.0,0.93,0.0,0.0,0.0,890.0,800.0,0.9
1980-81,Mustang,20.0,30.0,1.5,780.0,1430.0,1.83,170.0,170.0,1.0,540.0,540.0,1.0,0.0,0.0,0.0,900.0,900.0,1.0
1980-81,Myagdi,2000.0,4000.0,2.0,5000.0,7900.0,1.58,800.0,800.0,1.0,780.0,710.0,0.91,0.0,0.0,0.0,200.0,190.0,0.95
1980-81,Nawalparasi,35460.0,70770.0,2.0,9000.0,18000.0,2.0,18410.0,24300.0,1.32,1350.0,1210.0,0.9,0.0,0.0,0.0,110.0,90.0,0.82
1980-81,Nuwakot,7010.0,17000.0,2.43,8000.0,12000.0,1.5,4000.0,4940.0,1.24,1790.0,1790.0,1.0,0.0,0.0,0.0,90.0,90.0,1.0
1980-81,Okhaldhunga,2420.0,4600.0,1.9,7980.0,11970.0,1.5,930.0,1160.0,1.25,2250.0,2470.0,1.1,0.0,0.0,0.0,150.0,120.0,0.8
1980-81,Palpa,6000.0,11400.0,1.9,5000.0,8000.0,1.6,4500.0,5850.0,1.3,1950.0,1830.0,0.94,0.0,0.0,0.0,70.0,60.0,0.86
1980-81,Panchthar,3550.0,7000.0,1.97,8080.0,12120.0,1.5,800.0,960.0,1.2,3610.0,3250.0,0.9,0.0,0.0,0.0,50.0,40.0,0.8
1980-81,Parbat,1850.0,3520.0,1.9,3750.0,5810.0,1.55,1700.0,1920.0,1.13,3000.0,2610.0,0.87,0.0,0.0,0.0,300.0,270.0,0.9
1980-81,Parsa,40290.0,84610.0,2.1,170.0,310.0,1.82,15590.0,20270.0,1.3,310.0,300.0,0.97,0.0,0.0,0.0,150.0,120.0,0.8
1980-81,Pyuthan,3180.0,7000.0,2.2,7080.0,11470.0,1.62,3200.0,4000.0,1.25,1210.0,1450.0,1.2,0.0,0.0,0.0,150.0,130.0,0.87
1980-81,Ramechhap,4500.0,9000.0,2.0,11000.0,17000.0,1.55,1020.0,1110.0,1.09,2500.0,2500.0,1.0,0.0,0.0,0.0,90.0,80.0,0.89
1980-81,Rasuwa,240.0,390.0,1.62,620.0,840.0,1.35,610.0,610.0,1.0,470.0,420.0,0.89,0.0,0.0,0.0,400.0,360.0,0.9
1980-81,Rautahat,66880.0,119050.0,1.78,2060.0,3300.0,1.6,13800.0,15730.0,1.14,560.0,500.0,0.89,0.0,0.0,0.0,2400.0,2130.0,0.89
1980-81,Rolpa,600.0,1140.0,1.9,3760.0,5680.0,1.51,2320.0,2090.0,0.9,610.0,610.0,1.0,0.0,0.0,0.0,490.0,440.0,0.9
1980-81,Rukum,860.0,1640.0,1.91,3840.0,5070.0,1.32,2000.0,1780.0,0.89,250.0,260.0,1.04,0.0,0.0,0.0,690.0,560.0,0.81
1980-81,Rupandehi,68240.0,129660.0,1.9,3670.0,7270.0,1.98,19300.0,24320.0,1.26,390.0,350.0,0.9,0.0,0.0,0.0,340.0,300.0,0.88
1980-81,Salyan,4080.0,8570.0,2.1,7080.0,10620.0,1.5,5950.0,7140.0,1.2,5160.0,5680.0,1.1,0.0,0.0,0.0,1140.0,990.0,0.87
1980-81,Sankhuwasabha,8400.0,18480.0,2.2,7870.0,12350.0,1.57,400.0,460.0,1.15,2000.0,2000.0,1.0,0.0,0.0,0.0,240.0,200.0,0.83
1980-81,Saptari,73460.0,145450.0,1.98,650.0,900.0,1.38,5420.0,7050.0,1.3,870.0,720.0,0.83,0.0,0.0,0.0,80.0,60.0,0.75
1980-81,Sarlahi,33680.0,63650.0,1.89,6870.0,11000.0,1.6,10890.0,14160.0,1.3,1150.0,1030.0,0.9,0.0,0.0,0.0,320.0,280.0,0.88
1980-81,Sindhuli,9400.0,19680.0,2.09,9150.0,14640.0,1.6,3200.0,4160.0,1.3,2040.0,2390.0,1.17,0.0,0.0,0.0,220.0,190.0,0.86
1980-81,Sindhupalchok,3900.0,7100.0,1.82,8600.0,13760.0,1.6,2200.0,2640.0,1.2,2700.0,2700.0,1.0,0.0,0.0,0.0,300.0,270.0,0.9
1980-81,Siraha,67460.0,134250.0,1.99,2000.0,3360.0,1.68,10000.0,13500.0,1.35,2200.0,2190.0,1.0,0.0,0.0,0.0,100.0,80.0,0.8
1980-81,Solukhumbu,380.0,500.0,1.32,4550.0,8120.0,1.78,310.0,310.0,1.0,980.0,1080.0,1.1,0.0,0.0,0.0,550.0,490.0,0.89
1980-81,Sunsari,50340.0,91500.0,1.82,5980.0,9530.0,1.59,5140.0,6940.0,1.35,600.0,590.0,0.98,0.0,0.0,0.0,50.0,40.0,0.8
1980-81,Surkhet,6770.0,12860.0,1.9,9000.0,15750.0,1.75,13950.0,16570.0,1.19,930.0,1020.0,1.1,0.0,0.0,0.0,1210.0,970.0,0.8
1980-81,Syangja,9500.0,19000.0,2.0,6200.0,9860.0,1.59,2460.0,2660.0,1.08,6930.0,6240.0,0.9,0.0,0.0,0.0,40.0,30.0,0.75
1980-81,Tanahu,9400.0,17950.0,1.91,11570.0,18500.0,1.6,4460.0,4660.0,1.04,5400.0,6750.0,1.25,0.0,0.0,0.0,60.0,50.0,0.83
1980-81,Taplejung,1900.0,3400.0,1.79,5600.0,9630.0,1.72,650.0,730.0,1.12,1380.0,1660.0,1.2,0.0,0.0,0.0,130.0,110.0,0.85
1980-81,Tehrathum,4000.0,8000.0,2.0,6940.0,11000.0,1.59,620.0,610.0,0.98,2100.0,2070.0,0.99,0.0,0.0,0.0,130.0,120.0,0.92
1980-81,Udayapur,12600.0,26160.0,2.08,8200.0,13120.0,1.6,3410.0,3990.0,1.17,900.0,1010.0,1.12,0.0,0.0,0.0,90.0,80.0,0.89
1981-82,Achham,2690.0,3770.0,1.4,2850.0,3800.0,1.33,3200.0,3200.0,1.0,850.0,940.0,1.11,0.0,0.0,0.0,500.0,420.0,0.84
1981-82,Arghakhanchi,1790.0,3580.0,2.0,8740.0,13980.0,1.6,1070.0,1070.0,1.0,1000.0,1150.0,1.15,0.0,0.0,0.0,300.0,210.0,0.7
1981-82,Baglung,3020.0,7550.0,2.5,7120.0,10680.0,1.5,1920.0,2300.0,1.2,1000.0,1100.0,1.1,0.0,0.0,0.0,200.0,180.0,0.9
1981-82,Baitadi,3300.0,6600.0,2.0,2900.0,3770.0,1.3,3500.0,3150.0,0.9,1000.0,1100.0,1.1,0.0,0.0,0.0,500.0,400.0,0.8
1981-82,Bajhang,3100.0,5180.0,1.67,1000.0,1600.0,1.6,2350.0,2350.0,1.0,710.0,640.0,0.9,0.0,0.0,0.0,710.0,640.0,0.9
